"","X","date_performed","bioassay_performed","biological_rep_number","technical_rep_number","papers_coated_by","performed_by","kd_scored_by","Mort_ScoredBy","X48hr_scored_by","X72hr_scored_by","mosquito_wet_weights_g","mosquito_dry_weights_g","mosquito_wing_lengths","start_exposure_temperature_c","start_exposure_humidity_percentage","end_exposure_temperature_c","end_exposure_humidity_percentage","X24_hour_temperature_c","Mort_Humid_Perc","X48_hour_temperature_c","X48_hour_humidity_percentage","X72_hour_temperature_c","X72_hour_humidity_percentage","colony","insecticide","concentration_percentage","concentration_mgm2","concentration_ugbottle","Knockdown_60min","Mortality_24hr","X48_hour_dead","X72_hour_dead","total_mosquitoes","data_input_checked","bioassay_notes","RawKDProp","RawMortProp","StartHumidProp","EndHumidProp","MortHumidProp","HumidDelta","Alive"
"236",236,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,19,NA,NA,0,0,0.778,0.779,0.787,0.100000000000009,19
"237",237,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,18,NA,NA,26,NA,NA,0.0769230769230769,0.692307692307692,0.778,0.779,0.787,0.100000000000009,8
"238",238,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,3,NA,NA,14,NA,NA,0.0714285714285714,0.214285714285714,0.778,0.779,0.787,0.100000000000009,11
"239",239,"2022-05-12","WHO_Tubes",4,3,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,4,NA,NA,25,NA,NA,0,0.16,0.778,0.779,0.787,0.100000000000009,21
"240",240,"2022-05-12","WHO_Tubes",4,4,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,2,NA,NA,25,NA,NA,0,0.08,0.778,0.779,0.787,0.100000000000009,23
"241",241,"2022-05-12","WHO_Tubes",4,5,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,8,NA,NA,25,NA,NA,0.12,0.32,0.778,0.779,0.787,0.100000000000009,17
"242",242,"2022-05-12","WHO_Tubes",4,6,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,2,NA,NA,21,NA,NA,0,0.0952380952380952,0.778,0.779,0.787,0.100000000000009,19
"243",243,"2022-05-12","WHO_Tubes",4,7,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,3,NA,NA,25,NA,NA,0,0.12,0.778,0.779,0.787,0.100000000000009,22
"244",244,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.778,0.779,0.787,0.100000000000009,24
"245",245,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,19,NA,NA,0,0,0.778,0.779,0.787,0.100000000000009,19
"246",246,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,18,NA,NA,26,NA,NA,0.115384615384615,0.692307692307692,0.778,0.779,0.787,0.100000000000009,8
"247",247,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,3,NA,NA,14,NA,NA,0,0.214285714285714,0.778,0.779,0.787,0.100000000000009,11
"248",248,"2022-05-12","WHO_Tubes",4,3,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,7,NA,NA,25,NA,NA,0,0.28,0.778,0.779,0.787,0.100000000000009,18
"249",249,"2022-05-12","WHO_Tubes",4,4,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,2,NA,NA,25,NA,NA,0.04,0.08,0.778,0.779,0.787,0.100000000000009,23
"250",250,"2022-05-12","WHO_Tubes",4,5,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,4,8,NA,NA,25,NA,NA,0.16,0.32,0.778,0.779,0.787,0.100000000000009,17
"251",251,"2022-05-12","WHO_Tubes",4,6,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,2,NA,NA,21,NA,NA,0.0476190476190476,0.0952380952380952,0.778,0.779,0.787,0.100000000000009,19
"252",252,"2022-05-12","WHO_Tubes",4,7,"Not Assesed","jag","gpr","gpr",NA,NA,0.00082,0.00043,2.8511,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,3,NA,NA,25,NA,NA,0,0.12,0.778,0.779,0.787,0.100000000000009,22
"253",253,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,3,7,NA,NA,25,NA,NA,0.12,0.28,0.776,0.767,0.777,0.899999999999991,18
"254",254,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,23
"255",255,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,11,13,NA,NA,25,NA,NA,0.44,0.52,0.776,0.767,0.777,0.899999999999991,12
"256",256,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,3,NA,NA,24,NA,NA,0.125,0.125,0.776,0.767,0.777,0.899999999999991,21
"257",257,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,6,NA,NA,26,NA,NA,0.230769230769231,0.230769230769231,0.776,0.767,0.777,0.899999999999991,20
"258",258,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,10,14,NA,NA,27,NA,NA,0.37037037037037,0.518518518518518,0.776,0.767,0.777,0.899999999999991,13
"259",259,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,13,16,NA,NA,24,NA,NA,0.541666666666667,0.666666666666667,0.776,0.767,0.777,0.899999999999991,8
"260",260,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,5,2,NA,NA,26,NA,NA,0.192307692307692,0.0769230769230769,0.776,0.767,0.777,0.899999999999991,24
"261",261,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,18,16,NA,NA,24,NA,NA,0.75,0.666666666666667,0.776,0.767,0.777,0.899999999999991,8
"262",262,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,3,7,NA,NA,25,NA,NA,0.12,0.28,0.776,0.767,0.777,0.899999999999991,18
"263",263,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,23
"264",264,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,12,13,NA,NA,25,NA,NA,0.48,0.52,0.776,0.767,0.777,0.899999999999991,12
"265",265,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,3,NA,NA,24,NA,NA,0.125,0.125,0.776,0.767,0.777,0.899999999999991,21
"266",266,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,6,NA,NA,26,NA,NA,0.269230769230769,0.230769230769231,0.776,0.767,0.777,0.899999999999991,20
"267",267,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,10,14,NA,NA,27,NA,NA,0.37037037037037,0.518518518518518,0.776,0.767,0.777,0.899999999999991,13
"268",268,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,13,17,NA,NA,24,NA,NA,0.541666666666667,0.708333333333333,0.776,0.767,0.777,0.899999999999991,7
"269",269,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,2,NA,NA,26,NA,NA,0.0384615384615385,0.0769230769230769,0.776,0.767,0.777,0.899999999999991,24
"270",270,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","gpr","jag","jag",NA,NA,0.00102,5e-04,2.9638,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,17,17,NA,NA,24,NA,NA,0.708333333333333,0.708333333333333,0.776,0.767,0.777,0.899999999999991,7
"271",271,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"272",272,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"273",273,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,13,NA,NA,28,NA,NA,0.214285714285714,0.464285714285714,0.776,0.767,0.777,0.899999999999991,15
"274",274,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,5,NA,NA,27,NA,NA,0.222222222222222,0.185185185185185,0.776,0.767,0.777,0.899999999999991,22
"275",275,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.776,0.767,0.777,0.899999999999991,24
"276",276,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,26
"277",277,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,12,NA,NA,28,NA,NA,0.25,0.428571428571429,0.776,0.767,0.777,0.899999999999991,16
"278",278,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.776,0.767,0.777,0.899999999999991,24
"279",279,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","jag","jag","jag",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,4,NA,NA,24,NA,NA,0.0833333333333333,0.166666666666667,0.776,0.767,0.777,0.899999999999991,20
"280",280,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"281",281,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"282",282,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,13,NA,NA,28,NA,NA,0.25,0.464285714285714,0.776,0.767,0.777,0.899999999999991,15
"283",283,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,5,NA,NA,27,NA,NA,0.296296296296296,0.185185185185185,0.776,0.767,0.777,0.899999999999991,22
"284",284,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,1,NA,NA,25,NA,NA,0.04,0.04,0.776,0.767,0.777,0.899999999999991,24
"285",285,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,26
"286",286,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,9,16,NA,NA,28,NA,NA,0.321428571428571,0.571428571428571,0.776,0.767,0.777,0.899999999999991,12
"287",287,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.776,0.767,0.777,0.899999999999991,24
"288",288,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","jag","gpr","gpr",NA,NA,0.00099,0.000568,2.8904,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,4,NA,NA,24,NA,NA,0.0833333333333333,0.166666666666667,0.776,0.767,0.777,0.899999999999991,20
"289",289,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,3,7,NA,NA,25,NA,NA,0.12,0.28,0.776,0.767,0.777,0.899999999999991,18
"290",290,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,23
"291",291,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,11,13,NA,NA,25,NA,NA,0.44,0.52,0.776,0.767,0.777,0.899999999999991,12
"292",292,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,3,NA,NA,24,NA,NA,0.125,0.125,0.776,0.767,0.777,0.899999999999991,21
"293",293,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,6,NA,NA,26,NA,NA,0.230769230769231,0.230769230769231,0.776,0.767,0.777,0.899999999999991,20
"294",294,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,10,14,NA,NA,27,NA,NA,0.37037037037037,0.518518518518518,0.776,0.767,0.777,0.899999999999991,13
"295",295,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,13,16,NA,NA,24,NA,NA,0.541666666666667,0.666666666666667,0.776,0.767,0.777,0.899999999999991,8
"296",296,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,5,2,NA,NA,26,NA,NA,0.192307692307692,0.0769230769230769,0.776,0.767,0.777,0.899999999999991,24
"297",297,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,18,16,NA,NA,24,NA,NA,0.75,0.666666666666667,0.776,0.767,0.777,0.899999999999991,8
"298",298,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,3,7,NA,NA,25,NA,NA,0.12,0.28,0.776,0.767,0.777,0.899999999999991,18
"299",299,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,23
"300",300,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,12,13,NA,NA,25,NA,NA,0.48,0.52,0.776,0.767,0.777,0.899999999999991,12
"301",301,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,3,NA,NA,24,NA,NA,0.125,0.125,0.776,0.767,0.777,0.899999999999991,21
"302",302,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,6,NA,NA,26,NA,NA,0.269230769230769,0.230769230769231,0.776,0.767,0.777,0.899999999999991,20
"303",303,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,10,14,NA,NA,27,NA,NA,0.37037037037037,0.518518518518518,0.776,0.767,0.777,0.899999999999991,13
"304",304,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,13,17,NA,NA,24,NA,NA,0.541666666666667,0.708333333333333,0.776,0.767,0.777,0.899999999999991,7
"305",305,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,2,NA,NA,26,NA,NA,0.0384615384615385,0.0769230769230769,0.776,0.767,0.777,0.899999999999991,24
"306",306,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,6e-04,3.0034,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,17,17,NA,NA,24,NA,NA,0.708333333333333,0.708333333333333,0.776,0.767,0.777,0.899999999999991,7
"307",307,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"308",308,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"309",309,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,13,NA,NA,28,NA,NA,0.214285714285714,0.464285714285714,0.776,0.767,0.777,0.899999999999991,15
"310",310,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,5,NA,NA,27,NA,NA,0.222222222222222,0.185185185185185,0.776,0.767,0.777,0.899999999999991,22
"311",311,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.776,0.767,0.777,0.899999999999991,24
"312",312,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,26
"313",313,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,12,NA,NA,28,NA,NA,0.25,0.428571428571429,0.776,0.767,0.777,0.899999999999991,16
